Style2,Width2,Size,Qty On Hand,Expect Date,Qty On PO for Size,Expt PO PO Num
121704,M,100,100,,0,
121704,M,105,100,,0,
121704,M,110,100,,0,
121704,M,115,100,,0,
121704,M,120,100,,0,
121704,M,130,100,,0,
121705,M,065,100,,0,
121705,M,070,100,,0,
121705,M,075,100,,0,
121705,M,080,100,,0,
121705,M,085,100,,0,
121705,M,090,100,,0,
121705,M,095,100,,0,
121705,M,100,100,,0,
121705,M,105,100,,0,
121705,M,110,100,,0,
121705,M,115,100,,0,
121705,M,120,100,,0,
121705,M,130,100,,0,
121714,M,065,100,,0,
121714,M,070,100,,0,
121714,M,075,100,,0,
121714,M,080,100,,0,
121714,M,085,100,,0,
121714,M,090,100,,0,
121714,M,095,100,,0,
121714,M,100,100,,0,
121714,M,105,100,,0,
121714,M,110,100,,0,
121714,M,115,100,,0,
121714,M,120,100,,0,
121714,M,130,100,,0,
121717,M,065,100,,0,
121717,M,070,100,,0,
121717,M,075,100,,0,
121717,M,080,100,,0,
121717,M,085,100,,0,
121717,M,090,100,,0,
121717,M,095,100,,0,
121717,M,100,100,,0,
121717,M,105,100,,0,
121717,M,110,100,,0,
121717,M,115,100,,0,
121717,M,120,100,,0,
121717,M,130,100,,0,
121719,M,065,100,,0,
121719,M,070,100,,0,
121719,M,075,100,,0,
121719,M,080,100,,0,
121719,M,085,100,,0,
121719,M,090,100,,0,
121719,M,095,100,,0,
121719,M,100,100,,0,
121719,M,105,100,,0,
121719,M,110,100,,0,
121719,M,115,100,,0,
121719,M,120,100,,0,
121719,M,130,100,,0,
121719,M,140,100,,0,
121727F,M,030,100,,0,
121727F,M,035,100,,0,
121727F,M,040,100,,0,
121727F,M,045,100,,0,
121727F,M,050,100,,0,
121727F,M,055,100,,0,
121727F,M,060,100,,0,
121727F,M,065,100,,0,
121727F,M,070,100,,0,
121727F,M,075,100,,0,
121727F,M,080,100,,0,
121727F,M,085,100,,0,
121727F,M,090,100,,0,
121727F,M,095,100,,0,
121727F,M,100,100,,0,
121727F,M,105,100,,0,
121727F,M,110,100,,0,
121727F,M,115,100,,0,
121727F,M,120,100,,0,
121727F,M,130,100,,0,
121728F,M,030,100,,0,
121728F,M,035,100,,0,
121728F,M,040,100,,0,
121728F,M,045,100,,0,
121728F,M,050,100,,0,
121728F,M,055,100,,0,
121728F,M,060,100,,0,
121728F,M,065,100,,0,
121728F,M,070,100,,0,
121728F,M,075,100,,0,
121728F,M,080,100,,0,
121728F,M,085,100,,0,
121728F,M,090,100,,0,
121728F,M,095,100,,0,
121728F,M,100,100,,0,
121729F,M,030,100,,0,
121729F,M,035,100,,0,
121729F,M,040,100,,0,
121729F,M,045,100,,0,
121729F,M,050,100,,0,
121729F,M,055,100,,0,
121729F,M,060,100,,0,
121729F,M,065,100,,0,
121729F,M,070,100,,0,
121729F,M,075,100,,0,
121729F,M,080,100,,0,
121729F,M,085,100,,0,
121729F,M,090,100,,0,
121729F,M,095,100,,0,
121729F,M,100,100,,0,
121729F,M,105,100,,0,
121729F,M,110,100,,0,
121729F,M,115,100,,0,
121729F,M,120,100,,0,
121729F,M,130,100,,0,
121730F,M,030,100,,0,
121730F,M,035,100,,0,
121730F,M,040,100,,0,
121730F,M,045,100,,0,
121730F,M,050,100,,0,
121730F,M,055,100,,0,
121730F,M,060,100,,0,
121730F,M,065,100,,0,
121730F,M,070,100,,0,
121730F,M,075,100,,0,
121730F,M,080,100,,0,
121730F,M,085,100,,0,
121730F,M,090,100,,0,
121730F,M,095,100,,0,
121730F,M,100,100,,0,
121734F,M,050,100,,0,
121734F,M,060,100,,0,
121736F,M,030,100,,0,
121736F,M,035,100,,0,
121736F,M,040,100,,0,
121736F,M,045,100,,0,
121736F,M,050,100,,0,
121736F,M,055,100,,0,
121736F,M,060,100,,0,
121736F,M,065,100,,0,
121736F,M,070,100,,0,
121736F,M,075,100,,0,
121736F,M,080,100,,0,
121736F,M,085,100,,0,
121736F,M,090,100,,0,
121736F,M,095,100,,0,
121736F,M,100,100,,0,
121737F,M,030,100,,0,
121737F,M,035,100,,0,
121737F,M,040,100,,0,
121737F,M,045,100,,0,
121737F,M,050,100,,0,
121737F,M,055,100,,0,
121737F,M,060,100,,0,
121737F,M,065,100,,0,
121737F,M,070,100,,0,
121737F,M,075,100,,0,
121737F,M,080,100,,0,
121737F,M,085,100,,0,
121737F,M,090,100,,0,
121737F,M,095,100,,0,
121737F,M,100,100,,0,
121737F,M,105,100,,0,
121737F,M,110,100,,0,
121737F,M,115,100,,0,
121737F,M,120,100,,0,
121737F,M,130,100,,0,
121738F,M,030,100,,0,
121738F,M,035,100,,0,
121738F,M,040,100,,0,
121738F,M,045,100,,0,
121738F,M,050,100,,0,
121738F,M,055,100,,0,
121738F,M,060,100,,0,
121738F,M,065,100,,0,
121738F,M,070,100,,0,
121738F,M,075,100,,0,
121738F,M,080,100,,0,
121738F,M,085,100,,0,
121738F,M,090,100,,0,
121738F,M,095,100,,0,
121738F,M,100,100,,0,
121738F,M,105,100,,0,
121738F,M,110,100,,0,
121738F,M,115,100,,0,
121738F,M,120,100,,0,
121738F,M,130,100,,0,
121742F,M,030,100,,0,
121742F,M,035,100,,0,
121742F,M,040,100,,0,
121742F,M,045,100,,0,
121742F,M,050,100,,0,
121742F,M,055,100,,0,
121742F,M,060,100,,0,
121742F,M,065,100,,0,
121742F,M,070,100,,0,
121742F,M,075,100,,0,
121742F,M,080,100,,0,
121742F,M,085,100,,0,
121742F,M,090,100,,0,
121742F,M,095,100,,0,
121742F,M,100,100,,0,
121742F,M,105,100,,0,
121742F,M,110,100,,0,
121742F,M,115,100,,0,
121742F,M,120,100,,0,
121742F,M,130,100,,0,
121747F,M,030,100,,0,
121747F,M,035,100,,0,
121747F,M,040,100,,0,
121747F,M,045,100,,0,
121747F,M,050,100,,0,
121747F,M,055,100,,0,
121747F,M,060,100,,0,
121747F,M,065,100,,0,
121747F,M,070,100,,0,
121747F,M,075,100,,0,
121747F,M,080,100,,0,
121747F,M,085,100,,0,
121747F,M,090,100,,0,
121747F,M,095,100,,0,
121747F,M,100,100,,0,
121747F,M,105,100,,0,
121747F,M,110,100,,0,
121747F,M,115,100,,0,
121747F,M,120,100,,0,
121747F,M,130,100,,0,
121748F,M,030,100,,0,
121748F,M,035,100,,0,
121748F,M,040,100,,0,
121748F,M,045,100,,0,
121748F,M,050,100,,0,
121748F,M,055,100,,0,
121748F,M,060,100,,0,
121748F,M,065,100,,0,
121748F,M,070,100,,0,
121748F,M,075,100,,0,
121748F,M,080,100,,0,
121748F,M,085,100,,0,
121748F,M,090,100,,0,
121748F,M,095,100,,0,
121748F,M,100,100,,0,
121748F,M,105,100,,0,
121748F,M,110,100,,0,
121748F,M,115,100,,0,
121748F,M,120,100,,0,
121748F,M,130,100,,0,
121749F,M,030,100,,0,
121749F,M,035,100,,0,
121749F,M,040,100,,0,
121749F,M,045,100,,0,
121749F,M,050,100,,0,
121749F,M,055,100,,0,
121749F,M,060,100,,0,
121749F,M,065,100,,0,
121749F,M,070,100,,0,
121749F,M,075,100,,0,
121749F,M,080,100,,0,
121749F,M,085,100,,0,
121749F,M,090,100,,0,
121749F,M,095,100,,0,
121749F,M,100,100,,0,
121749F,M,105,100,,0,
121749F,M,110,100,,0,
121749F,M,115,100,,0,
121749F,M,120,100,,0,
121749F,M,130,100,,0,
121758F,M,030,100,,0,
121758F,M,035,100,,0,
121758F,M,040,100,,0,
121758F,M,045,100,,0,
121758F,M,050,100,,0,
121758F,M,055,100,,0,
121758F,M,060,100,,0,
121758F,M,065,100,,0,
121758F,M,070,100,,0,
121758F,M,075,100,,0,
121758F,M,080,100,,0,
121758F,M,085,100,,0,
121758F,M,090,100,,0,
121758F,M,095,100,,0,
121758F,M,100,100,,0,
121758F,M,105,100,,0,
121758F,M,110,100,,0,
121758F,M,115,100,,0,
121758F,M,120,100,,0,
121758F,M,130,100,,0,
121759F,M,030,100,,0,
121759F,M,035,100,,0,
121759F,M,040,100,,0,
121759F,M,045,100,,0,
121759F,M,050,100,,0,
121759F,M,055,100,,0,
121759F,M,060,100,,0,
121759F,M,065,100,,0,
121759F,M,070,100,,0,
121759F,M,075,100,,0,
121759F,M,080,100,,0,
121759F,M,085,100,,0,
121759F,M,090,100,,0,
121759F,M,095,100,,0,
121759F,M,100,100,,0,
121759F,M,105,100,,0,
121759F,M,110,100,,0,
121759F,M,115,100,,0,
121759F,M,120,100,,0,
121759F,M,130,100,,0,
121769,M,050,100,,0,
121769,M,055,100,,0,
121769,M,060,100,,0,
121769,M,065,100,,0,
121769,M,070,100,,0,
121769,M,075,100,,0,
121769,M,080,100,,0,
121769,M,085,100,,0,
121769,M,090,100,,0,
121769,M,095,100,,0,
121769,M,100,100,,0,
121769,M,105,100,,0,
121769,M,110,100,,0,
121769,M,115,100,,0,
121769,M,120,100,,0,
121769,M,130,100,,0,
121780,M,030,100,,0,
121780,M,035,100,,0,
121780,M,040,100,,0,
121780,M,045,100,,0,
121780,M,050,100,,0,
121780,M,055,100,,0,
121780,M,060,100,,0,
121780,M,065,100,,0,
121780,M,070,100,,0,
121780,M,075,100,,0,
121780,M,080,100,,0,
121780,M,085,100,,0,
121780,M,090,100,,0,
121780,M,095,100,,0,
121780,M,100,100,,0,
121780,M,105,100,,0,
121780,M,110,100,,0,
121780,M,115,100,,0,
121780,M,120,100,,0,
121780,M,130,100,,0,
121783,M,030,100,,0,
121783,M,035,100,,0,
121783,M,040,100,,0,
121783,M,045,100,,0,
121783,M,050,100,,0,
121783,M,055,100,,0,
121783,M,060,100,,0,
121783,M,065,100,,0,
121783,M,070,100,,0,
121783,M,075,100,,0,
121783,M,080,100,,0,
121783,M,085,100,,0,
121783,M,090,100,,0,
121783,M,095,100,,0,
121783,M,100,100,,0,
121783,M,105,100,,0,
121783,M,110,100,,0,
121783,M,115,100,,0,
121783,M,120,100,,0,
121783,M,130,100,,0,
121793,M,065,100,,0,
121793,M,070,100,,0,
121793,M,075,100,,0,
121793,M,080,100,,0,
121793,M,085,100,,0,
121793,M,090,100,,0,
121793,M,095,100,,0,
121793,M,100,100,,0,
121793,M,105,100,,0,
121793,M,110,100,,0,
121793,M,115,100,,0,
121793,M,120,100,,0,
121793,M,130,100,,0,
121797,M,065,100,,0,
121797,M,070,100,,0,
121797,M,075,100,,0,
121797,M,080,100,,0,
121797,M,085,100,,0,
121797,M,090,100,,0,
121797,M,095,100,,0,
121797,M,100,100,,0,
121797,M,105,100,,0,
121797,M,110,100,,0,
121797,M,115,100,,0,
121797,M,120,100,,0,
121797,M,130,100,,0,
121798,M,065,100,,0,
121798,M,070,100,,0,
121798,M,075,100,,0,
121798,M,080,100,,0,
121798,M,085,100,,0,
121798,M,090,100,,0,
121798,M,095,100,,0,
121798,M,100,100,,0,
121798,M,105,100,,0,
121798,M,110,100,,0,
121798,M,115,100,,0,
121798,M,120,100,,0,
121798,M,130,100,,0,
121800,M,065,100,,0,
121800,M,070,100,,0,
121800,M,075,100,,0,
121800,M,080,100,,0,
121800,M,085,100,,0,
121800,M,090,100,,0,
121800,M,095,100,,0,
121800,M,100,100,,0,
121800,M,105,100,,0,
121800,M,110,100,,0,
121800,M,115,100,,0,
121800,M,120,100,,0,
121800,M,130,100,,0,
121801,M,065,100,,0,
121801,M,070,100,,0,
121801,M,075,100,,0,
121801,M,080,100,,0,
121801,M,085,100,,0,
121801,M,090,100,,0,
121801,M,095,100,,0,
121801,M,100,100,,0,
121801,M,105,100,,0,
121801,M,110,100,,0,
121801,M,115,100,,0,
121801,M,120,100,,0,
121801,M,130,100,,0,
121802,M,065,100,,0,
121802,M,070,100,,0,
121802,M,075,100,,0,
121802,M,080,100,,0,
121802,M,085,100,,0,
121802,M,090,100,,0,
121802,M,095,100,,0,
121802,M,100,100,,0,
121802,M,105,100,,0,
121802,M,110,100,,0,
121802,M,115,100,,0,
121802,M,120,100,,0,
121802,M,130,100,,0,
121804,M,065,100,,0,
121804,M,070,100,,0,
121804,M,075,100,,0,
121804,M,080,100,,0,
121804,M,085,100,,0,
121804,M,090,100,,0,
121804,M,095,100,,0,
121804,M,100,100,,0,
121804,M,105,100,,0,
121804,M,110,100,,0,
121804,M,115,100,,0,
121804,M,120,100,,0,
121804,M,130,100,,0,
121806,M,030,100,,0,
121806,M,035,100,,0,
121806,M,040,100,,0,
121806,M,045,100,,0,
121806,M,050,100,,0,
121806,M,055,100,,0,
121806,M,060,100,,0,
121806,M,065,100,,0,
121806,M,070,100,,0,
121806,M,075,100,,0,
121806,M,080,100,,0,
121806,M,085,100,,0,
121806,M,090,100,,0,
121806,M,095,100,,0,
121806,M,100,100,,0,
121806,M,105,100,,0,
121806,M,110,100,,0,
121806,M,115,100,,0,
121806,M,120,100,,0,
121806,M,130,100,,0,
121820,M,050,100,,0,
121820,M,055,100,,0,
121820,M,060,100,,0,
121820,M,065,100,,0,
121820,M,070,100,,0,
121820,M,075,100,,0,
121820,M,080,100,,0,
121820,M,085,100,,0,
121820,M,090,100,,0,
121820,M,095,100,,0,
121820,M,100,100,,0,
121820,M,105,100,,0,
121820,M,110,100,,0,
121820,M,115,100,,0,
121820,M,120,100,,0,
121820,M,130,100,,0,
121829,M,030,100,,0,
121829,M,035,100,,0,
121829,M,040,100,,0,
121829,M,045,100,,0,
121829,M,050,100,,0,
121829,M,055,100,,0,
121829,M,060,100,,0,
121829,M,065,100,,0,
121829,M,070,100,,0,
121829,M,075,100,,0,
121829,M,080,100,,0,
121829,M,085,100,,0,
121829,M,090,100,,0,
121829,M,095,100,,0,
121829,M,100,100,,0,
121829,M,105,100,,0,
121829,M,110,100,,0,
121829,M,115,100,,0,
121829,M,120,100,,0,
121829,M,130,100,,0,
121830,M,030,100,,0,
121830,M,035,100,,0,
121830,M,040,100,,0,
121830,M,045,100,,0,
121830,M,050,100,,0,
121830,M,055,100,,0,
121830,M,060,100,,0,
121830,M,065,100,,0,
121830,M,070,100,,0,
121830,M,075,100,,0,
121830,M,080,100,,0,
121830,M,085,100,,0,
121830,M,090,100,,0,
121830,M,095,100,,0,
121830,M,100,100,,0,
121830,M,105,100,,0,
121830,M,110,100,,0,
121830,M,115,100,,0,
121830,M,120,100,,0,
121830,M,130,100,,0,
121834,M,065,100,,0,
121834,M,070,100,,0,
121834,M,075,100,,0,
121834,M,080,100,,0,
121834,M,085,100,,0,
121834,M,090,100,,0,
121834,M,095,100,,0,
121834,M,100,100,,0,
121834,M,105,100,,0,
121834,M,110,100,,0,
121834,M,115,100,,0,
121834,M,120,100,,0,
121834,M,130,100,,0,
121835,M,065,100,,0,
121835,M,070,100,,0,
121835,M,075,100,,0,
121835,M,080,100,,0,
121835,M,085,100,,0,
121835,M,090,100,,0,
121835,M,095,100,,0,
121835,M,100,100,,0,
121835,M,105,100,,0,
121835,M,110,100,,0,
121835,M,115,100,,0,
121835,M,120,100,,0,
121835,M,130,100,,0,
121836,M,065,100,,0,
121836,M,070,100,,0,
121836,M,075,100,,0,
121836,M,080,100,,0,
121836,M,085,100,,0,
121836,M,090,100,,0,
121836,M,095,100,,0,
121836,M,100,100,,0,
121836,M,105,100,,0,
121836,M,110,100,,0,
121836,M,115,100,,0,
121836,M,120,100,,0,
121836,M,130,100,,0,
121837,M,065,100,,0,
121837,M,070,100,,0,
121837,M,075,100,,0,
121837,M,080,100,,0,
121837,M,085,100,,0,
121837,M,090,100,,0,
121837,M,095,100,,0,
121837,M,100,100,,0,
121837,M,105,100,,0,
121837,M,110,100,,0,
121837,M,115,100,,0,
121837,M,120,100,,0,
121837,M,130,100,,0,
121838,M,065,100,,0,
121838,M,070,100,,0,
121838,M,075,100,,0,
121838,M,080,100,,0,
121838,M,085,100,,0,
121838,M,090,100,,0,
121838,M,095,100,,0,
121838,M,100,100,,0,
121838,M,105,100,,0,
121838,M,110,100,,0,
121838,M,115,100,,0,
121838,M,120,100,,0,
121838,M,130,100,,0,
121839,M,065,100,,0,
121839,M,070,100,,0,
121839,M,075,100,,0,
121839,M,080,100,,0,
121839,M,085,100,,0,
121839,M,090,100,,0,
121839,M,095,100,,0,
121839,M,100,100,,0,
121839,M,105,100,,0,
121839,M,110,100,,0,
121839,M,115,100,,0,
121839,M,120,100,,0,
121839,M,130,100,,0,
121840,M,065,100,,0,
121840,M,070,100,,0,
121840,M,075,100,,0,
121840,M,080,100,,0,
121840,M,085,100,,0,
121840,M,090,100,,0,
121840,M,095,100,,0,
121840,M,100,100,,0,
121840,M,105,100,,0,
121840,M,110,100,,0,
121840,M,115,100,,0,
121840,M,120,100,,0,
121840,M,130,100,,0,
121841,M,065,100,,0,
121841,M,070,100,,0,
121841,M,075,100,,0,
121841,M,080,100,,0,
121841,M,085,100,,0,
121841,M,090,100,,0,
121841,M,095,100,,0,
121841,M,100,100,,0,
121841,M,105,100,,0,
121841,M,110,100,,0,
121841,M,115,100,,0,
121841,M,120,100,,0,
121841,M,130,100,,0,
121842,M,065,100,,0,
121842,M,070,100,,0,
121842,M,075,100,,0,
121842,M,080,100,,0,
121842,M,085,100,,0,
121842,M,090,100,,0,
121842,M,095,100,,0,
121842,M,100,100,,0,
121842,M,105,100,,0,
121842,M,110,100,,0,
121842,M,115,100,,0,
121842,M,120,100,,0,
121842,M,130,100,,0,
121843,M,065,100,,0,
121843,M,070,100,,0,
121843,M,075,100,,0,
121843,M,080,100,,0,
121843,M,085,100,,0,
121843,M,090,100,,0,
121843,M,095,100,,0,
121843,M,100,100,,0,
121843,M,105,100,,0,
121843,M,110,100,,0,
121843,M,115,100,,0,
121843,M,120,100,,0,
121843,M,130,100,,0,
121844,M,065,100,,0,
121844,M,070,100,,0,
121844,M,075,100,,0,
121844,M,080,100,,0,
121844,M,085,100,,0,
121844,M,090,100,,0,
121844,M,095,100,,0,
121844,M,100,100,,0,
121844,M,105,100,,0,
121844,M,110,100,,0,
121844,M,115,100,,0,
121844,M,120,100,,0,
121844,M,130,100,,0,
121845,M,065,100,,0,
121845,M,070,100,,0,
121845,M,075,100,,0,
121845,M,080,100,,0,
121845,M,085,100,,0,
121845,M,090,100,,0,
121845,M,095,100,,0,
121845,M,100,100,,0,
121845,M,105,100,,0,
121845,M,110,100,,0,
121845,M,115,100,,0,
121845,M,120,100,,0,
121845,M,130,100,,0,
121846,M,065,100,,0,
121846,M,070,100,,0,
121846,M,075,100,,0,
121846,M,080,100,,0,
121846,M,085,100,,0,
121846,M,090,100,,0,
121846,M,095,100,,0,
121846,M,100,100,,0,
121846,M,105,100,,0,
121846,M,110,100,,0,
121846,M,115,100,,0,
121846,M,120,100,,0,
121846,M,130,100,,0,
121850F,M,030,100,,0,
121850F,M,035,100,,0,
121850F,M,040,100,,0,
121850F,M,045,100,,0,
121850F,M,050,100,,0,
121850F,M,055,100,,0,
121850F,M,060,100,,0,
121850F,M,065,100,,0,
121850F,M,070,100,,0,
121850F,M,075,100,,0,
121850F,M,080,100,,0,
121850F,M,085,100,,0,
121850F,M,090,100,,0,
121850F,M,095,100,,0,
121850F,M,100,100,,0,
121850F,M,105,100,,0,
121850F,M,110,100,,0,
121850F,M,115,100,,0,
121850F,M,120,100,,0,
121850F,M,130,100,,0,
121851F,M,030,100,,0,
121851F,M,035,100,,0,
121851F,M,040,100,,0,
121851F,M,045,100,,0,
121851F,M,050,100,,0,
121851F,M,055,100,,0,
121851F,M,060,100,,0,
121851F,M,065,100,,0,
121851F,M,070,100,,0,
121851F,M,075,100,,0,
121851F,M,080,100,,0,
121851F,M,085,100,,0,
121851F,M,090,100,,0,
121851F,M,095,100,,0,
121851F,M,100,100,,0,
121851F,M,105,100,,0,
121851F,M,110,100,,0,
121851F,M,115,100,,0,
121851F,M,120,100,,0,
121851F,M,130,100,,0,
121865F,M,030,100,,0,
121865F,M,035,100,,0,
121865F,M,040,100,,0,
121865F,M,045,100,,0,
121865F,M,050,100,,0,
121865F,M,055,100,,0,
121865F,M,060,100,,0,
121865F,M,065,100,,0,
121865F,M,070,100,,0,
121865F,M,075,100,,0,
121865F,M,080,100,,0,
121865F,M,085,100,,0,
121865F,M,090,100,,0,
121865F,M,095,100,,0,
121865F,M,100,100,,0,
121865F,M,105,100,,0,
121865F,M,110,100,,0,
121865F,M,115,100,,0,
121865F,M,120,100,,0,
121865F,M,130,100,,0,
121867F,M,030,100,,0,
121867F,M,035,100,,0,
121867F,M,040,100,,0,
121867F,M,045,100,,0,
121867F,M,050,100,,0,
121867F,M,055,100,,0,
121867F,M,060,100,,0,
121867F,M,065,100,,0,
121867F,M,070,100,,0,
121867F,M,075,100,,0,
121867F,M,080,100,,0,
121867F,M,090,100,,0,
121867F,M,105,100,,0,
121867F,M,110,100,,0,
121867F,M,115,100,,0,
121867F,M,120,100,,0,
121880F,M,030,100,,0,
121880F,M,035,100,,0,
121880F,M,040,100,,0,
121880F,M,045,100,,0,
121880F,M,050,100,,0,
121880F,M,055,100,,0,
121880F,M,060,100,,0,
121880F,M,065,100,,0,
121880F,M,070,100,,0,
121880F,M,075,100,,0,
121880F,M,080,100,,0,
121880F,M,085,100,,0,
121880F,M,090,100,,0,
121880F,M,095,100,,0,
121880F,M,100,100,,0,
121880F,M,105,100,,0,
121880F,M,110,100,,0,
121880F,M,115,100,,0,
121880F,M,120,100,,0,
121880F,M,130,100,,0,
121881F,M,030,100,,0,
121881F,M,035,100,,0,
121881F,M,040,100,,0,
121881F,M,045,100,,0,
121881F,M,050,100,,0,
121881F,M,055,100,,0,
121881F,M,060,100,,0,
121881F,M,065,100,,0,
121881F,M,070,100,,0,
121881F,M,075,100,,0,
121881F,M,080,100,,0,
121881F,M,085,100,,0,
121881F,M,090,100,,0,
121881F,M,095,100,,0,
121881F,M,100,100,,0,
121881F,M,105,100,,0,
121881F,M,110,100,,0,
121881F,M,115,100,,0,
121881F,M,120,100,,0,
121881F,M,130,100,,0,
121882F,M,030,100,,0,
121882F,M,035,100,,0,
121882F,M,040,100,,0,
121882F,M,045,100,,0,
121882F,M,050,100,,0,
121882F,M,055,100,,0,
121882F,M,060,100,,0,
121882F,M,065,100,,0,
121882F,M,070,100,,0,
121882F,M,075,100,,0,
121882F,M,080,100,,0,
121882F,M,085,100,,0,
121882F,M,090,100,,0,
121882F,M,095,100,,0,
121882F,M,100,100,,0,
121882F,M,105,100,,0,
121882F,M,110,100,,0,
121882F,M,115,100,,0,
121882F,M,120,100,,0,
121882F,M,130,100,,0,
121885,M,030,100,,0,
121885,M,035,100,,0,
121885,M,040,100,,0,
121885,M,045,100,,0,
121885,M,050,100,,0,
121885,M,055,100,,0,
121885,M,060,100,,0,
121885,M,065,100,,0,
121885,M,070,100,,0,
121885,M,075,100,,0,
121885,M,080,100,,0,
121885,M,085,100,,0,
121885,M,090,100,,0,
121885,M,095,100,,0,
121885,M,100,100,,0,
121885,M,105,100,,0,
121885,M,110,100,,0,
121885,M,115,100,,0,
121885,M,120,100,,0,
121885,M,130,100,,0,
121886,M,030,100,,0,
121886,M,035,100,,0,
121886,M,040,100,,0,
121886,M,045,100,,0,
121886,M,050,100,,0,
121886,M,055,100,,0,
121886,M,060,100,,0,
121886,M,065,100,,0,
121886,M,070,100,,0,
121886,M,075,100,,0,
121886,M,080,100,,0,
121886,M,085,100,,0,
121886,M,090,100,,0,
121886,M,095,100,,0,
121886,M,100,100,,0,
121886,M,105,100,,0,
121886,M,110,100,,0,
121886,M,115,100,,0,
121886,M,120,100,,0,
121886,M,130,100,,0,
121895F,M,030,100,,0,
121895F,M,035,100,,0,
121895F,M,040,100,,0,
121895F,M,045,100,,0,
121895F,M,050,100,,0,
121895F,M,055,100,,0,
121895F,M,060,100,,0,
121895F,M,065,100,,0,
121895F,M,070,100,,0,
121895F,M,075,100,,0,
121895F,M,080,100,,0,
121895F,M,085,100,,0,
121895F,M,090,100,,0,
121895F,M,095,100,,0,
121895F,M,100,100,,0,
121895F,M,105,100,,0,
121895F,M,110,100,,0,
121895F,M,115,100,,0,
121895F,M,120,100,,0,
121895F,M,130,100,,0,
121901F,M,030,100,,0,
121901F,M,035,100,,0,
121901F,M,040,100,,0,
121901F,M,045,100,,0,
121901F,M,050,100,,0,
121901F,M,055,100,,0,
121901F,M,060,100,,0,
121901F,M,065,100,,0,
121901F,M,070,100,,0,
121901F,M,075,100,,0,
121901F,M,080,100,,0,
121901F,M,085,100,,0,
121901F,M,090,100,,0,
121901F,M,095,100,,0,
121901F,M,100,100,,0,
121901F,M,105,100,,0,
121901F,M,110,100,,0,
121901F,M,115,100,,0,
121901F,M,120,100,,0,
121901F,M,130,100,,0,
121938,M,030,100,,0,
121938,M,035,100,,0,
121938,M,040,100,,0,
121938,M,045,100,,0,
121938,M,050,100,,0,
121938,M,055,100,,0,
121938,M,060,100,,0,
121938,M,065,100,,0,
121938,M,070,100,,0,
121938,M,075,100,,0,
121938,M,080,100,,0,
121938,M,085,100,,0,
121938,M,090,100,,0,
121938,M,095,100,,0,
121938,M,100,100,,0,
121938,M,105,100,,0,
121938,M,110,100,,0,
121938,M,115,100,,0,
121938,M,120,100,,0,
121938,M,130,100,,0,
121939F,M,030,100,,0,
121939F,M,035,100,,0,
121939F,M,040,100,,0,
121939F,M,045,100,,0,
121939F,M,050,100,,0,
121939F,M,055,100,,0,
121939F,M,060,100,,0,
121939F,M,065,100,,0,
121939F,M,070,100,,0,
121939F,M,075,100,,0,
121939F,M,080,100,,0,
121939F,M,085,100,,0,
121939F,M,090,100,,0,
121939F,M,095,100,,0,
121939F,M,100,100,,0,
121939F,M,105,100,,0,
121939F,M,110,100,,0,
121939F,M,115,100,,0,
121939F,M,120,100,,0,
121939F,M,130,100,,0,
121943,M,030,100,,0,
121943,M,035,100,,0,
121943,M,040,100,,0,
121943,M,045,100,,0,
